InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
I536077,F019,KUMQUAT,23,2/20/2023 0:00,1.96,13293,Argentina,0.02,Local Payment,3.17,Citrus,Online,,DHL,SA2 (Hub),Low
I536077,F002,PINEAPPLE (HAWAIIAN),62,2/20/2023 0:00,3.47,13293,Argentina,0.04,Local Payment,3.41,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F001,BANANA (ORGANIC),40,2/20/2023 0:00,4.51,13293,Argentina,0.03,Local Payment,7.78,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F006,KIWI (GREEN),23,2/20/2023 0:00,5.11,13293,Argentina,0.04,Local Payment,6.74,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F016,POMELO,17,2/20/2023 0:00,1.62,13293,Argentina,0.02,Local Payment,3.75,Citrus,Online,,DHL,SA2 (Hub),Low
I536077,F001,BANANA (ORGANIC),62,2/20/2023 0:00,5.07,13293,Argentina,0.03,Local Payment,7.26,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F006,KIWI (GREEN),56,2/20/2023 0:00,4.39,13293,Argentina,0.04,Local Payment,9.94,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F008,DRAGON FRUIT,64,2/20/2023 0:00,5.98,13293,Argentina,0.01,Local Payment,8.36,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F022,BLUEBERRIES (PINT),29,2/20/2023 0:00,8.08,13293,Argentina,0.03,Local Payment,3.54,Berries,Online,,DHL,SA2 (Hub),Low
I536077,F004,COCONUT (YOUNG),51,2/20/2023 0:00,6.49,13293,Argentina,0.02,Local Payment,7.77,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F001,BANANA (ORGANIC),76,2/20/2023 0:00,6.18,13293,Argentina,0.1,Local Payment,9.49,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F009,PASSION FRUIT,66,2/20/2023 0:00,5.48,13293,Argentina,0.03,Local Payment,12.79,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F003,MANGO (ALPHONSO),24,2/20/2023 0:00,4.71,13293,Argentina,0,Local Payment,3.88,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F002,PINEAPPLE (HAWAIIAN),53,2/20/2023 0:00,3.61,13293,Argentina,0,Local Payment,4.76,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F010,GUAVA (PINK),39,2/20/2023 0:00,2.94,13293,Argentina,0.02,Local Payment,5.89,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F004,COCONUT (YOUNG),54,2/20/2023 0:00,4.15,13293,Argentina,0.05,Local Payment,10.58,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F003,MANGO (ALPHONSO),56,2/20/2023 0:00,4.79,13293,Argentina,0.01,Local Payment,3.79,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,F003,MANGO (ALPHONSO),49,2/20/2023 0:00,3.39,13293,Argentina,0.05,Local Payment,4,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536077,V046,LETTUCE (ROMAINE),22,2/20/2023 0:00,2.15,13293,Argentina,0.02,Local Payment,3.43,Vegetables,Online,,DHL,SA2 (Hub),Low
I536077,F012,LEMON (MEYER),17,2/20/2023 0:00,1.97,13293,Argentina,0.05,Local Payment,3.4,Citrus,Online,,DHL,SA2 (Hub),Low
I536077,F004,COCONUT (YOUNG),48,2/20/2023 0:00,4.51,13293,Argentina,0.02,Local Payment,7.87,Tropical Fruit,Online,,DHL,SA2 (Hub),Low
I536078,F001,BANANA (ORGANIC),36,10/3/2024 0:00,5.18,12178,Brazil,0.05,Local Payment,7.87,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F010,GUAVA (PINK),78,10/3/2024 0:00,3.19,12178,Brazil,0.02,Local Payment,7.82,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F019,KUMQUAT,21,10/3/2024 0:00,1.45,12178,Brazil,0.04,Local Payment,3.52,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F014,GRAPEFRUIT (RUBY RED),1,10/3/2024 0:00,2.45,12178,Brazil,0.15,Local Payment,287.99,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F035,NECTARINES,38,10/3/2024 0:00,3.44,12178,Brazil,0.02,Local Payment,3.89,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F036,DATES (MEDJOOL),1,10/3/2024 0:00,3.06,12178,Brazil,0.15,Local Payment,290.82,Stone Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,V048,GARLIC (BULB),23,10/3/2024 0:00,2.97,12178,Brazil,0.04,Local Payment,4.64,Vegetables,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,58,10/3/2024 0:00,4.75,12178,Brazil,0,Local Payment,3.81,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F008,DRAGON FRUIT,35,10/3/2024 0:00,5.78,12178,Brazil,0.04,Local Payment,7.8,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F010,GUAVA (PINK),85,10/3/2024 0:00,2.66,12178,Brazil,0.04,Local Payment,4.81,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,30,10/3/2024 0:00,6.94,12178,Brazil,0.04,Local Payment,6.74,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F017,BLOOD ORANGE,36,10/3/2024 0:00,1.11,12178,Brazil,0.01,Local Payment,3.18,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F011,ORANGE (VALENCIA),1,10/3/2024 0:00,1.47,12178,Brazil,0.1,Local Payment,326.54,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F003,MANGO (ALPHONSO),80,10/3/2024 0:00,5.23,12178,Brazil,0.05,Local Payment,15.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),61,10/3/2024 0:00,7.23,12178,Brazil,0.02,Local Payment,6.93,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,V048,GARLIC (BULB),32,10/3/2024 0:00,2.9,12178,Brazil,0.05,Local Payment,5.39,Vegetables,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F003,MANGO (ALPHONSO),79,10/3/2024 0:00,5.26,12178,Brazil,0.04,Local Payment,11.52,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F023,RASPBERRIES (HALF PINT),48,10/3/2024 0:00,7.21,12178,Brazil,0.03,Local Payment,4.52,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,27,10/3/2024 0:00,6.22,12178,Brazil,0.1,Local Payment,3.43,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,72,10/3/2024 0:00,4.66,12178,Brazil,0.04,Local Payment,8.59,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,V047,ONIONS (YELLOW),35,10/3/2024 0:00,3.49,12178,Brazil,0,Local Payment,4.59,Vegetables,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,36,10/3/2024 0:00,3.2,12178,Brazil,0,Local Payment,4.03,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,57,10/3/2024 0:00,5.43,12178,Brazil,0.03,Local Payment,5.08,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F014,GRAPEFRUIT (RUBY RED),30,10/3/2024 0:00,1.79,12178,Brazil,0.04,Local Payment,2.35,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,48,10/3/2024 0:00,6.14,12178,Brazil,0.04,Local Payment,10.52,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F010,GUAVA (PINK),58,10/3/2024 0:00,6.38,12178,Brazil,0.03,Local Payment,5.36,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,69,10/3/2024 0:00,3.63,12178,Brazil,0.05,Local Payment,12.79,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),34,10/3/2024 0:00,6.72,12178,Brazil,0.05,Local Payment,7.63,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F015,TANGERINE (HONEY),22,10/3/2024 0:00,1.26,12178,Brazil,0.03,Local Payment,4.39,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),49,10/3/2024 0:00,3.39,12178,Brazil,0.04,Local Payment,9.1,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),63,10/3/2024 0:00,7.08,12178,Brazil,0.04,Local Payment,9.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F001,BANANA (ORGANIC),50,10/3/2024 0:00,5.83,12178,Brazil,0.03,Local Payment,11.07,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F015,TANGERINE (HONEY),1,10/3/2024 0:00,2.53,12178,Brazil,0.1,Local Payment,277.29,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F013,LIME (KEY),21,10/3/2024 0:00,1.51,12178,Brazil,0.05,Local Payment,4.29,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F005,PAPAYA (RED),26,10/3/2024 0:00,6.79,12178,Brazil,0,Local Payment,4.84,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F015,TANGERINE (HONEY),1,10/3/2024 0:00,2.59,12178,Brazil,0.1,Local Payment,292.93,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F001,BANANA (ORGANIC),56,10/3/2024 0:00,4.46,12178,Brazil,0.04,Local Payment,5.96,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F003,MANGO (ALPHONSO),50,10/3/2024 0:00,5.9,12178,Brazil,0.04,Local Payment,8.85,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,48,10/3/2024 0:00,2.91,12178,Brazil,0,Local Payment,10.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,35,10/3/2024 0:00,4.92,12178,Brazil,0.02,Local Payment,5.47,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F002,PINEAPPLE (HAWAIIAN),28,10/3/2024 0:00,6.92,12178,Brazil,0.02,Local Payment,4.48,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F020,CEDRAT,1,10/3/2024 0:00,2.91,12178,Brazil,0.1,Local Payment,309.88,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F003,MANGO (ALPHONSO),47,10/3/2024 0:00,5.16,12178,Brazil,0.04,Local Payment,5.15,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),29,10/3/2024 0:00,7.07,12178,Brazil,0.03,Local Payment,5.6,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,31,10/3/2024 0:00,3.68,12178,Brazil,0.01,Local Payment,5.01,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F020,CEDRAT,1,10/3/2024 0:00,1.74,12178,Brazil,0.15,Local Payment,296.39,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F017,BLOOD ORANGE,14,10/3/2024 0:00,2.23,12178,Brazil,0.05,Local Payment,6.04,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F030,ACAI (FROZEN),60,10/3/2024 0:00,5.78,12178,Brazil,0.02,Local Payment,4.74,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,62,10/3/2024 0:00,2.8,12178,Brazil,0.03,Local Payment,12.26,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),35,10/3/2024 0:00,4.98,12178,Brazil,0,Local Payment,6.29,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F003,MANGO (ALPHONSO),70,10/3/2024 0:00,5.45,12178,Brazil,0.03,Local Payment,11.12,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F001,BANANA (ORGANIC),56,10/3/2024 0:00,5.93,12178,Brazil,0.05,Local Payment,6.41,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F008,DRAGON FRUIT,42,10/3/2024 0:00,6.68,12178,Brazil,0.03,Local Payment,8.49,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),61,10/3/2024 0:00,5.73,12178,Brazil,0.03,Local Payment,7.51,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,38,10/3/2024 0:00,4.64,12178,Brazil,0.01,Local Payment,3.59,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,34,10/3/2024 0:00,5.61,12178,Brazil,0.02,Local Payment,6.66,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,43,10/3/2024 0:00,3.89,12178,Brazil,0.04,Local Payment,7.21,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F021,STRAWBERRIES (1LB),78,10/3/2024 0:00,4.4,12178,Brazil,0.05,Local Payment,6.55,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F019,KUMQUAT,18,10/3/2024 0:00,1.61,12178,Brazil,0.02,Local Payment,4.43,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,37,10/3/2024 0:00,4.27,12178,Brazil,0.03,Local Payment,6.91,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F019,KUMQUAT,16,10/3/2024 0:00,3.06,12178,Brazil,0.02,Local Payment,5.13,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F008,DRAGON FRUIT,54,10/3/2024 0:00,7.02,12178,Brazil,0.04,Local Payment,8.82,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F004,COCONUT (YOUNG),70,10/3/2024 0:00,4.26,12178,Brazil,0.02,Local Payment,11.28,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F010,GUAVA (PINK),32,10/3/2024 0:00,6.86,12178,Brazil,0.01,Local Payment,6.14,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F017,BLOOD ORANGE,20,10/3/2024 0:00,1.31,12178,Brazil,0.05,Local Payment,3.95,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F001,BANANA (ORGANIC),74,10/3/2024 0:00,2.71,12178,Brazil,0.01,Local Payment,12.75,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),47,10/3/2024 0:00,3.21,12178,Brazil,0.05,Local Payment,8.61,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F010,GUAVA (PINK),72,10/3/2024 0:00,5.57,12178,Brazil,0.1,Local Payment,12.62,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F002,PINEAPPLE (HAWAIIAN),75,10/3/2024 0:00,5.04,12178,Brazil,0.1,Local Payment,6.98,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F003,MANGO (ALPHONSO),84,10/3/2024 0:00,5.73,12178,Brazil,0.05,Local Payment,5.57,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F024,BLACKBERRIES,34,10/3/2024 0:00,5.04,12178,Brazil,0.03,Local Payment,4.53,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F005,PAPAYA (RED),35,10/3/2024 0:00,4.38,12178,Brazil,0.01,Local Payment,3.66,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F018,CLEMENTINE,22,10/3/2024 0:00,2.03,12178,Brazil,0,Local Payment,3.77,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F008,DRAGON FRUIT,68,10/3/2024 0:00,5.61,12178,Brazil,0.04,Local Payment,5.64,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F008,DRAGON FRUIT,65,10/3/2024 0:00,3.66,12178,Brazil,0.03,Local Payment,4.65,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F001,BANANA (ORGANIC),59,10/3/2024 0:00,6.21,12178,Brazil,0.03,Local Payment,4.62,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F030,ACAI (FROZEN),66,10/3/2024 0:00,6.33,12178,Brazil,0.1,Local Payment,6.51,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F008,DRAGON FRUIT,57,10/3/2024 0:00,5.98,12178,Brazil,0.04,Local Payment,8.6,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F023,RASPBERRIES (HALF PINT),39,10/3/2024 0:00,5.41,12178,Brazil,0.03,Local Payment,3.43,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F002,PINEAPPLE (HAWAIIAN),46,10/3/2024 0:00,7.98,12178,Brazil,0.03,Local Payment,4.36,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F002,PINEAPPLE (HAWAIIAN),83,10/3/2024 0:00,2.8,12178,Brazil,0.03,Local Payment,9.24,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F012,LEMON (MEYER),22,10/3/2024 0:00,2.22,12178,Brazil,0.02,Local Payment,3.39,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F008,DRAGON FRUIT,57,10/3/2024 0:00,6.7,12178,Brazil,0.02,Local Payment,4.14,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F005,PAPAYA (RED),61,10/3/2024 0:00,5.22,12178,Brazil,0.02,Local Payment,6.16,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F005,PAPAYA (RED),82,10/3/2024 0:00,5.68,12178,Brazil,0.1,Local Payment,15.04,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F016,POMELO,33,10/3/2024 0:00,1.34,12178,Brazil,0.05,Local Payment,2.74,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,V047,ONIONS (YELLOW),1,10/3/2024 0:00,2.17,12178,Brazil,0.1,Local Payment,299.19,Vegetables,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F011,ORANGE (VALENCIA),1,10/3/2024 0:00,1.34,12178,Brazil,0.1,Local Payment,307.32,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F020,CEDRAT,17,10/3/2024 0:00,2.76,12178,Brazil,0.04,Local Payment,4.9,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F012,LEMON (MEYER),29,10/3/2024 0:00,2.11,12178,Brazil,0.04,Local Payment,3.46,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),29,10/3/2024 0:00,4.11,12178,Brazil,0.01,Local Payment,3.37,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F017,BLOOD ORANGE,14,10/3/2024 0:00,1.75,12178,Brazil,0.04,Local Payment,5.93,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,66,10/3/2024 0:00,3.81,12178,Brazil,0.02,Local Payment,10.97,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F006,KIWI (GREEN),47,10/3/2024 0:00,6.57,12178,Brazil,0.02,Local Payment,4.35,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F007,STAR FRUIT,26,10/3/2024 0:00,6.07,12178,Brazil,0,Local Payment,3.81,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F014,GRAPEFRUIT (RUBY RED),15,10/3/2024 0:00,2.31,12178,Brazil,0.03,Local Payment,5.91,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F002,PINEAPPLE (HAWAIIAN),61,10/3/2024 0:00,5.02,12178,Brazil,0.05,Local Payment,12.91,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F011,ORANGE (VALENCIA),1,10/3/2024 0:00,3.47,12178,Brazil,0.1,Local Payment,321.42,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F009,PASSION FRUIT,30,10/3/2024 0:00,6.89,12178,Brazil,0.03,Local Payment,6.1,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F016,POMELO,1,10/3/2024 0:00,2.18,12178,Brazil,0.1,Local Payment,273.74,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536078,F012,LEMON (MEYER),15,10/3/2024 0:00,2.89,12178,Brazil,0.02,Local Payment,5.62,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F004,COCONUT (YOUNG),66,11/3/2024 0:00,6.79,11204,Brazil,0.03,Credit Card,12.11,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F004,COCONUT (YOUNG),61,11/3/2024 0:00,4.5,11204,Brazil,0.03,Credit Card,10.29,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F005,PAPAYA (RED),58,11/3/2024 0:00,5.97,11204,Brazil,0.05,Credit Card,10.48,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F002,PINEAPPLE (HAWAIIAN),37,11/3/2024 0:00,2.9,11204,Brazil,0,Credit Card,5.19,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F008,DRAGON FRUIT,82,11/3/2024 0:00,6.2,11204,Brazil,0.03,Credit Card,9.95,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F010,GUAVA (PINK),72,11/3/2024 0:00,2.96,11204,Brazil,0.02,Credit Card,8.31,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F012,LEMON (MEYER),31,11/3/2024 0:00,1.41,11204,Brazil,0.03,Credit Card,3.73,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F002,PINEAPPLE (HAWAIIAN),70,11/3/2024 0:00,3.27,11204,Brazil,0.05,Credit Card,12.88,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F009,PASSION FRUIT,51,11/3/2024 0:00,3.49,11204,Brazil,0.01,Credit Card,10.79,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F014,GRAPEFRUIT (RUBY RED),29,11/3/2024 0:00,2.94,11204,Brazil,0.01,Credit Card,2.46,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F006,KIWI (GREEN),45,11/3/2024 0:00,6.06,11204,Brazil,0.05,Credit Card,6.41,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F029,MULBERRIES,37,11/3/2024 0:00,6.21,11204,Brazil,0.02,Credit Card,4.95,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F001,BANANA (ORGANIC),80,11/3/2024 0:00,5.67,11204,Brazil,0.05,Credit Card,6.24,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F001,BANANA (ORGANIC),31,11/3/2024 0:00,4.56,11204,Brazil,0.05,Credit Card,5.09,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F028,CURRANTS (RED),61,11/3/2024 0:00,4.1,11204,Brazil,0.05,Credit Card,6.77,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F005,PAPAYA (RED),84,11/3/2024 0:00,5.12,11204,Brazil,0.05,Credit Card,15.96,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F024,BLACKBERRIES,45,11/3/2024 0:00,6.02,11204,Brazil,0.02,Credit Card,4.55,Berries,Online,,Correios BR,SA1 (Brazil),Medium
I536079,F019,KUMQUAT,42,11/3/2024 0:00,0.93,11204,Brazil,0.01,Credit Card,3.49,Citrus,Online,,Correios BR,SA1 (Brazil),Medium
I536080,F001,BANANA (ORGANIC),51,4/5/2024 0:00,5.95,11057,Brazil,0.1,PayPal,11.6,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),81,4/5/2024 0:00,7.54,11057,Brazil,0.03,PayPal,10.41,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,83,4/5/2024 0:00,7.8,11057,Brazil,0.02,PayPal,7.37,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F012,LEMON (MEYER),1,4/5/2024 0:00,2.31,11057,Brazil,0.1,PayPal,284.56,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),48,4/5/2024 0:00,4.47,11057,Brazil,0.01,PayPal,5.47,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),69,4/5/2024 0:00,8.02,11057,Brazil,0,PayPal,5.28,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F002,PINEAPPLE (HAWAIIAN),47,4/5/2024 0:00,5.5,11057,Brazil,0.03,PayPal,4.69,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F009,PASSION FRUIT,89,4/5/2024 0:00,4.55,11057,Brazil,0.05,PayPal,14.94,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F004,COCONUT (YOUNG),54,4/5/2024 0:00,6.98,11057,Brazil,0.04,PayPal,8.95,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F005,PAPAYA (RED),81,4/5/2024 0:00,4.69,11057,Brazil,0.01,PayPal,14.36,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F004,COCONUT (YOUNG),57,4/5/2024 0:00,3.99,11057,Brazil,0.05,PayPal,8,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F004,COCONUT (YOUNG),43,4/5/2024 0:00,3.73,11057,Brazil,0.05,PayPal,3.55,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F006,KIWI (GREEN),79,4/5/2024 0:00,5.07,11057,Brazil,0.01,PayPal,10.6,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F017,BLOOD ORANGE,1,4/5/2024 0:00,1.81,11057,Brazil,0.15,PayPal,286.92,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F001,BANANA (ORGANIC),59,4/5/2024 0:00,6.97,11057,Brazil,0.04,PayPal,5.85,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F014,GRAPEFRUIT (RUBY RED),1,4/5/2024 0:00,1.03,11057,Brazil,0.1,PayPal,317.2,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),High
I536080,F008,DRAGON FRUIT,65,4/5/2024 0:00,3.17,11057,Brazil,0.04,PayPal,5.58,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),High
